"ID","FSM","C1_Eng","C1_Mat","C2_Eng","C2_Mat","C3_Eng","C3_Mat","C1_Btotal","C2_Btotal","C3_Btotal","C1_AGtotal","C2_AGtotal","C3_AGtotal","C1_SCtotal","C2_SCtotal","C3_SCtotal","C1_LTtotal","C2_LTtotal","C3_LTtotal","C1_Ltotal","C2_Ltotal","C3_Ltotal"
3029,2,4,5,4,5,5,5,34,35,30,12,13,14,71,70,44,31,37,18,24,9,8
3030,2,3,3,3,3,4,3,34,30,31,13,17,17,137,105,78,34,34,19,40,23,17
3031,1,4,4,4,4,5,5,33,36,33,17,14,12,64,54,30,34,34,20,28,7,8
3032,1,5,4,5,4,6,6,31,29,33,11,15,13,87,28,27,40,40,20,29,13,12
3033,1,3,3,3,3,4,4,35,38,40,17,16,17,101,113,88,34,37,21,40,10,35
3034,1,3,1,3,1,4,3,30,35,35,16,15,14,34,95,65,34,28,32,15,9,12
3035,1,4,4,4,4,6,5,33,37,33,15,13,14,55,66,28,31,40,24,19,11,12
3036,1,3,4,3,4,4,5,32,28,34,14,18,11,36,37,46,34,40,24,19,13,11
3037,1,5,4,5,4,5,6,33,34,33,13,12,15,68,48,28,25,40,15,18,10,8
3038,1,3,1,3,1,5,3,37,37,38,11,17,13,122,163,116,25,37,21,48,22,20
3039,2,4,3,4,3,4,6,39,37,40,18,14,14,121,45,25,31,25,35,40,10,8
3040,1,4,4,4,4,5,5,35,37,32,14,10,9,52,29,54,34,34,28,30,10,16
3041,2,3,3,3,3,5,5,36,42,43,11,15,16,118,86,114,31,28,13,18,8,22
3042,1,5,4,5,4,4,4,40,32,32,14,12,15,112,83,58,13,19,23,44,18,12
3043,1,4,4,4,4,4,6,38,44,41,11,16,15,126,129,43,34,34,16,42,16,9
3044,1,5,5,5,5,7,7,33,33,37,17,14,15,34,24,29,40,40,17,22,10,14
3045,1,4,4,4,4,6,5,39,36,38,15,14,13,85,44,40,40,40,23,26,10,12
3046,1,3,1,3,1,4,3,30,36,32,14,16,12,59,78,44,40,16,21,16,7,9
3047,2,5,5,5,5,5,6,33,32,32,15,14,15,54,34,22,31,40,24,19,9,10
3048,1,5,5,5,5,5,6,31,36,35,14,19,20,48,41,20,37,40,11,17,8,7
3049,1,4,4,4,4,5,5,26,31,36,15,15,15,69,57,38,28,37,25,38,10,18
3050,1,5,5,5,5,6,5,31,40,40,18,15,13,60,41,38,31,40,18,22,24,13
3051,1,4,4,4,4,6,5,34,32,34,17,16,17,30,30,22,40,40,16,24,12,9
3052,1,3,3,3,3,4,5,37,27,34,10,11,8,85,28,23,34,40,20,21,14,7
3053,1,4,4,4,4,5,5,32,38,34,11,15,16,149,161,131,37,31,31,43,24,22
3054,1,4,5,4,5,5,6,30,30,29,10,9,10,70,40,54,31,37,24,31,13,10
3055,1,3,4,3,4,4,4,30,28,30,14,17,14,59,38,55,34,34,21,19,7,9
3056,1,4,4,4,4,5,6,35,37,39,16,13,8,79,33,38,37,34,23,27,13,10
3057,1,5,5,5,5,6,6,37,30,33,13,14,16,90,47,41,16,10,21,18,17,14
3058,1,3,3,3,3,6,5,33,28,30,14,13,15,111,83,39,40,34,23,22,17,13
3059,1,4,5,4,5,4,6,32,32,32,12,11,13,90,41,22,31,37,28,28,12,7
3060,2,5,4,5,4,6,6,41,39,31,12,15,12,75,33,60,28,19,22,25,11,14
3061,1,3,4,3,4,5,6,42,31,45,15,19,15,80,92,62,34,28,17,55,23,24
3062,1,4,4,4,4,5,6,31,31,33,20,19,18,29,26,21,34,40,16,16,7,8
3063,1,4,5,4,5,5,5,38,29,36,17,15,17,31,33,23,40,37,28,31,13,9
3064,1,5,5,5,5,6,7,32,35,33,13,18,16,50,34,32,40,40,18,25,17,9
3065,1,4,4,4,4,5,6,31,31,32,12,16,15,110,40,32,16,31,29,22,8,7
3066,1,5,5,5,5,6,5,33,36,36,15,16,16,55,41,66,40,40,13,25,9,10
3067,1,4,4,4,4,4,5,35,33,34,18,17,16,72,32,33,37,40,17,22,19,12
3068,1,4,5,4,5,5,7,34,36,34,13,18,16,90,28,26,34,40,15,17,8,15
3069,2,4,4,4,4,4,5,34,31,31,14,18,15,85,62,39,34,25,32,41,11,7
3070,1,4,5,4,5,6,5,28,28,33,13,13,16,71,24,23,37,40,17,19,13,9
3071,1,3,4,3,4,3,4,37,35,34,16,15,19,61,103,83,34,25,20,22,11,8
3072,1,5,6,5,6,6,7,36,35,33,12,16,17,37,44,28,19,37,17,22,9,9
3073,2,3,1,3,1,4,4,44,28,43,17,18,20,100,95,76,25,37,15,59,19,27
3074,2,4,4,4,4,6,7,32,33,37,15,14,14,52,20,20,34,22,27,27,9,10
3075,1,4,5,4,5,5,6,30,42,34,18,12,12,90,62,52,37,37,31,23,8,14
3076,2,4,3,4,3,3,4,36,42,35,12,9,13,82,97,45,31,31,20,36,16,16
3077,2,4,3,4,3,4,4,38,41,39,9,4,12,135,154,84,16,37,21,54,20,13
3078,2,4,5,4,5,5,6,35,39,32,12,16,17,153,118,71,31,31,20,35,19,14
3079,1,4,4,4,4,5,6,32,32,36,19,15,16,105,84,51,34,40,16,30,19,13
3080,1,5,6,5,6,6,6,31,30,30,19,16,18,30,34,24,40,40,20,16,8,8
3081,1,4,5,4,5,5,6,33,38,34,17,14,17,82,93,44,28,37,18,28,13,11
3082,2,1,1,1,1,3,2,34,40,33,14,15,13,98,72,161,28,25,30,47,12,11
3083,1,5,4,5,4,5,4,35,41,37,15,14,10,82,47,52,40,40,23,29,13,14
3084,1,2,1,2,1,2,3,44,46,39,15,12,10,126,151,96,34,28,24,44,20,20
3085,1,5,5,5,5,6,6,31,33,32,19,19,19,25,29,37,40,40,18,16,8,11
3086,1,3,4,3,4,5,5,29,29,34,17,14,8,64,57,60,25,40,26,23,18,15
3087,1,3,4,3,4,5,5,32,37,36,12,14,14,82,96,72,28,34,23,25,11,10
3088,1,4,4,4,4,5,5,34,35,38,12,11,10,78,27,20,40,40,24,18,8,13
3089,1,4,4,4,4,5,5,29,29,30,15,16,13,64,30,23,40,37,24,24,10,10
3090,1,3,4,3,4,5,4,37,35,36,15,12,17,88,102,65,31,31,20,24,20,15
3091,1,5,5,5,5,7,6,36,36,35,13,12,16,46,47,26,40,40,14,22,14,10
3092,1,4,4,4,4,4,6,38,33,42,16,20,16,109,40,51,34,34,23,33,14,17
3093,2,4,4,4,4,3,3,36,32,40,13,15,17,80,37,25,34,37,29,25,11,11
3094,1,4,3,4,3,4,5,33,33,25,8,16,8,73,73,20,37,37,20,23,12,7
3095,1,5,4,5,4,4,5,43,39,42,14,8,10,116,75,52,28,40,22,33,11,14
3096,1,4,3,4,3,4,4,35,39,32,12,20,15,90,77,39,19,19,27,31,15,10
3097,2,4,4,4,4,4,4,44,34,38,11,19,14,106,30,27,31,40,20,40,15,10
3098,1,3,3,3,3,5,5,33,33,36,17,14,13,115,66,86,40,28,21,34,15,14
3099,2,3,3,3,3,3,4,38,42,40,16,14,12,108,138,62,34,37,23,54,20,23
3100,2,4,4,4,4,5,6,35,43,36,11,7,18,88,83,38,34,28,10,21,13,7
3101,1,5,5,5,5,5,6,35,39,34,15,18,13,107,67,40,31,28,20,20,13,14
3102,1,4,4,4,4,5,5,31,33,33,13,10,6,97,26,33,40,37,26,24,15,8
3103,1,3,3,3,3,4,4,37,33,38,11,11,10,71,63,48,37,34,31,20,18,11
3104,1,4,5,4,5,5,6,29,30,32,13,15,15,44,35,23,40,37,21,17,12,10
3105,1,4,5,4,5,4,5,41,38,42,11,8,11,59,65,46,34,37,29,35,16,14
3106,2,3,4,3,4,5,6,43,47,39,12,20,14,98,62,32,37,31,20,35,8,11
3107,2,5,4,5,4,5,5,40,36,42,19,20,18,76,104,82,34,40,18,25,12,15
3108,1,3,4,3,4,4,4,38,38,39,18,14,13,116,115,39,19,34,21,33,8,9
3109,1,4,4,4,4,4,5,32,32,30,20,18,12,54,61,47,40,40,28,15,12,9
3110,1,4,4,4,4,5,6,32,32,35,14,18,14,70,69,36,34,25,19,26,10,11
3111,1,5,5,5,5,7,6,36,35,41,12,19,16,70,124,82,19,28,28,40,23,18
3112,1,5,5,5,5,5,6,31,37,40,12,14,10,41,71,47,37,28,25,21,13,11
3113,1,5,5,5,5,5,6,40,28,43,17,18,13,67,39,59,31,10,31,42,17,24
3114,2,3,4,3,4,4,5,38,35,29,18,19,14,82,67,55,19,31,33,41,16,12
3115,2,4,4,4,4,5,6,33,35,37,14,16,10,54,38,36,37,40,14,19,8,9
3116,1,3,4,3,4,4,6,36,32,34,10,19,20,102,84,50,34,25,17,39,10,7
3117,2,4,4,4,4,6,4,33,33,35,12,13,10,96,43,41,28,37,25,51,12,9
3118,1,6,6,6,6,7,8,32,33,39,16,15,19,104,66,47,37,22,24,41,18,11
3119,1,4,4,4,4,5,4,36,37,38,11,12,16,92,85,72,37,31,15,27,14,17
3120,1,4,4,4,4,5,6,32,33,35,16,15,16,101,118,110,31,25,26,23,21,20
3122,1,5,5,5,5,5,5,39,37,32,11,20,16,56,76,28,13,40,25,43,16,11
3123,1,2,3,2,3,2,3,40,42,37,15,17,17,136,135,88,34,37,19,36,12,11
3124,1,4,4,4,4,5,5,34,38,34,17,15,12,52,63,40,22,40,27,35,10,21
3126,1,4,4,4,4,4,5,31,31,34,12,13,11,95,108,180,40,37,18,32,13,11
3127,2,3,4,3,4,4,4,34,37,44,14,13,8,94,70,77,31,37,27,25,13,21
3128,1,5,4,5,4,5,5,40,32,31,13,15,15,70,27,25,37,40,19,31,11,7
4001,2,3,3,3,3,4,3,34,33,36,12,17,18,85,41,81,22,37,13,27,10,10
4002,1,4,5,4,5,5,5,32,34,34,19,15,15,57,49,31,40,40,15,15,16,10
4003,1,4,4,4,4,5,6,29,34,30,16,20,20,83,68,23,34,40,10,20,13,9
4004,1,4,4,4,4,6,4,34,34,33,13,17,16,62,61,50,40,37,22,23,11,8
4005,1,4,4,4,4,5,6,35,38,37,15,14,13,42,41,28,37,34,23,23,13,19
4006,2,3,4,3,4,5,4,37,28,31,16,15,13,91,55,43,34,34,16,26,10,16
4007,1,4,4,4,4,4,3,35,33,33,17,14,18,43,34,27,40,34,26,29,9,12
4008,1,3,4,3,4,5,5,37,33,36,17,13,17,71,70,59,34,40,12,18,11,8
4009,2,5,5,5,5,6,6,35,33,37,9,8,10,85,47,37,40,34,24,17,10,9
4010,1,4,4,4,4,5,6,35,32,32,14,12,14,57,48,35,40,22,21,38,15,12
4011,1,4,5,4,5,5,5,35,30,45,17,15,9,131,102,60,37,34,25,39,13,30
4012,1,4,5,4,5,5,6,36,33,37,17,15,14,73,45,36,40,37,20,23,8,13
4013,1,4,5,4,5,6,6,33,31,33,11,13,12,46,39,25,28,37,23,26,12,8
4014,1,4,3,4,3,5,5,38,37,37,17,19,14,104,101,101,34,40,15,25,10,10
4015,2,3,4,3,4,4,4,36,33,37,16,18,19,103,99,71,31,31,22,31,13,7
4016,1,5,5,5,5,6,7,30,31,31,14,14,16,110,33,42,37,13,23,17,9,9
4017,1,4,5,4,5,5,5,33,31,37,18,15,15,68,59,76,40,34,21,35,19,11
4018,1,4,5,4,5,5,6,31,29,32,16,19,15,28,28,29,40,40,16,20,9,7
4019,1,4,4,4,4,4,5,31,33,32,16,20,15,28,20,20,37,40,10,17,7,8
4020,1,3,4,3,4,4,4,35,33,31,12,12,12,71,57,47,13,31,32,25,12,10
4021,1,4,4,4,4,4,4,35,33,33,15,15,16,64,46,57,31,37,25,32,15,10
4022,1,3,4,3,4,4,5,38,34,35,15,15,14,75,29,25,40,40,20,21,8,8
4023,1,4,5,4,5,5,7,36,42,41,15,11,12,47,57,68,34,34,23,27,10,17
4024,1,5,4,5,4,5,5,32,30,32,20,19,13,129,59,21,28,28,24,15,7,11
4025,1,3,2,3,2,3,3,36,36,37,16,19,16,90,97,59,31,40,19,37,14,12
4026,1,4,5,4,5,6,6,34,34,33,16,18,17,66,101,40,37,34,13,18,8,8
4027,1,4,4,4,4,6,5,35,34,34,16,17,16,52,39,151,40,40,18,18,10,10
4028,1,4,3,4,3,5,5,39,42,37,15,14,14,106,97,53,28,40,15,24,9,11
4029,2,3,2,3,2,3,2,39,33,41,18,18,17,84,46,61,31,31,19,31,25,13
4030,1,3,3,3,3,4,2,34,38,34,20,15,13,121,67,60,40,34,13,26,10,11
4031,1,4,4,4,4,6,6,32,34,25,15,16,8,117,41,43,34,34,19,40,8,24
4032,1,5,5,5,5,6,6,35,38,34,12,14,13,124,87,23,37,40,22,28,16,8
4033,1,3,3,3,3,4,4,31,34,34,12,19,16,43,29,26,40,40,17,20,8,9
4034,1,3,4,3,4,4,4,38,35,39,17,20,14,58,108,55,40,34,25,18,21,23
4035,1,4,4,4,4,5,5,31,31,30,15,18,17,35,39,25,37,40,15,24,13,9
4036,1,3,3,3,3,5,4,34,36,35,19,20,14,116,40,43,34,34,34,22,7,11
4037,1,4,5,4,5,5,6,34,34,31,18,16,19,49,64,41,40,40,15,17,10,10
4038,1,4,4,4,4,5,4,34,32,35,14,15,15,97,92,49,28,40,21,35,11,13
4039,1,5,5,5,5,6,5,38,33,33,14,19,20,60,51,52,28,40,13,43,14,9
4040,1,5,5,5,5,6,7,31,34,35,14,13,17,51,71,63,40,40,17,21,9,11
4041,1,3,3,3,3,4,4,31,34,43,18,15,13,46,75,60,40,40,23,15,12,21
4042,1,3,4,3,4,5,5,35,35,39,12,16,12,72,85,86,37,40,21,40,17,20
4043,1,3,3,3,3,4,4,35,32,37,10,16,13,136,161,126,37,37,17,47,14,8
4044,2,3,4,3,4,4,5,36,33,30,10,14,16,47,51,102,40,31,23,29,16,15
4045,2,3,3,3,3,4,4,36,40,38,8,11,14,62,49,67,34,25,22,35,10,9
4046,1,5,4,5,4,5,4,32,34,42,18,15,15,117,119,100,34,34,23,20,12,11
4047,1,4,4,4,4,5,6,38,39,34,13,15,14,65,61,45,34,40,12,21,7,8
4048,2,4,4,4,4,5,5,38,37,38,18,20,16,88,61,90,37,40,11,21,8,11
4049,2,4,4,4,4,5,6,36,38,36,13,14,11,84,97,90,25,40,22,29,13,14
4050,1,4,3,4,3,4,4,29,31,33,15,16,20,117,72,133,31,37,20,26,17,16
4051,1,5,6,5,6,5,7,32,34,36,20,20,20,50,93,65,40,37,12,16,15,10
4052,1,3,3,3,3,3,3,42,34,35,14,19,8,155,119,104,22,40,22,23,11,11
4053,1,4,3,4,3,4,4,39,38,39,15,12,7,134,80,66,10,37,21,23,20,14
4054,2,4,4,4,4,5,6,33,31,38,16,16,14,75,81,106,37,40,21,30,13,12
4055,1,3,2,3,2,4,4,31,34,33,10,16,15,58,76,51,37,40,26,28,12,23
4056,1,4,1,4,1,4,3,38,33,33,17,17,18,137,99,44,31,31,14,37,11,8
4057,1,5,5,5,5,6,6,30,33,33,16,14,16,34,83,52,34,40,15,30,11,13
4058,1,5,4,5,4,5,5,39,48,40,17,14,18,115,98,51,28,25,22,50,16,11
4059,1,4,4,4,4,5,5,37,36,35,13,16,16,82,73,44,25,37,20,15,9,7
4060,1,4,4,4,4,5,5,45,44,46,14,16,10,74,55,48,31,28,28,23,13,10
4061,1,5,4,5,4,6,6,28,35,33,10,9,14,43,38,34,37,40,21,19,14,10
4062,1,4,4,4,4,5,4,33,33,35,16,13,10,55,38,31,31,40,21,24,10,9
4063,1,4,4,4,4,5,4,32,34,32,15,14,14,52,89,40,34,40,17,27,16,9
4064,1,3,4,3,4,5,5,36,33,33,13,17,9,46,28,30,40,31,23,20,8,9
4065,1,3,4,3,4,4,4,39,42,37,11,15,14,118,45,43,37,28,27,34,8,8
4066,1,4,5,4,5,5,5,35,36,35,13,14,13,108,103,42,31,37,17,30,15,9
4067,1,5,6,5,6,7,7,31,36,40,19,16,11,51,40,41,34,37,19,21,8,7
4068,1,4,4,4,4,5,5,37,39,41,11,14,7,76,115,21,31,25,37,32,24,7
4069,1,6,5,6,5,6,6,33,37,35,17,15,14,57,36,42,31,40,22,18,8,11
4070,1,5,5,5,5,6,6,31,34,39,13,12,13,101,64,73,40,25,21,28,17,16
4071,1,5,6,5,6,6,7,34,36,28,17,15,19,55,46,29,40,40,23,21,14,9
4072,1,4,5,4,5,5,5,35,36,37,12,17,18,79,64,78,37,34,16,45,10,8
4073,1,4,5,4,5,5,6,33,33,32,13,12,12,29,42,38,40,34,23,19,16,8
4074,1,4,4,4,4,5,5,34,33,34,16,14,14,43,57,61,40,13,27,30,13,17
4075,1,5,5,5,5,5,6,34,37,37,12,20,18,127,103,36,37,40,11,21,11,9
4076,1,5,5,5,5,6,6,33,36,33,16,16,16,44,51,33,37,40,17,37,11,15
4078,1,5,5,5,5,6,6,38,35,33,15,16,17,92,88,83,40,40,19,25,14,12
4079,1,5,4,5,4,5,5,31,33,36,17,16,16,37,61,50,37,40,16,20,11,10
4080,1,4,5,4,5,6,5,28,35,37,14,17,19,44,40,25,37,40,15,30,10,10
4081,2,3,1,3,1,3,2,36,39,31,10,15,15,161,128,37,13,31,19,62,19,20
4082,1,4,5,4,5,5,6,32,34,33,15,15,13,67,102,79,34,40,23,16,14,10
4083,1,4,4,4,4,5,4,36,38,34,17,13,17,136,104,118,40,37,12,27,12,9
4084,1,3,3,3,3,4,4,33,34,31,14,16,12,86,66,51,31,34,21,31,15,12
4085,1,4,4,4,4,5,5,30,35,36,16,14,15,97,47,63,37,40,19,29,10,15
4086,1,4,4,4,4,5,6,33,32,35,16,14,17,70,38,30,34,40,17,18,10,8
4087,1,5,5,5,5,5,5,32,34,39,16,12,11,53,30,28,40,40,20,23,13,11
4088,1,4,5,4,5,5,6,31,28,30,10,14,13,55,42,40,37,34,14,24,11,11
4089,1,4,5,4,5,5,6,30,34,31,15,16,15,45,39,21,34,40,15,30,16,9
4090,1,5,5,5,5,6,6,32,35,33,18,17,15,127,51,34,34,31,20,20,15,15
4091,1,5,4,5,4,6,5,34,39,35,11,17,17,122,115,59,40,37,20,21,11,13
4092,2,5,3,5,3,5,3,39,34,33,19,17,15,62,85,57,31,37,16,28,8,13
4093,2,3,4,3,4,4,4,35,31,31,10,16,16,69,123,50,40,37,23,30,21,19
4094,1,4,5,4,5,5,5,31,33,35,15,12,15,89,91,72,37,40,20,16,11,10
4095,1,5,5,5,5,5,6,34,39,34,14,14,13,101,94,87,40,40,17,30,16,9
4096,1,4,4,4,4,4,4,41,39,37,12,12,17,98,64,68,34,40,10,59,15,13
4097,1,5,5,5,5,6,6,29,31,30,13,16,16,103,66,44,10,34,24,18,14,10
4098,1,4,3,4,3,5,4,42,34,36,14,16,11,97,119,53,31,25,26,57,19,22
4099,1,3,3,3,3,3,2,38,38,34,17,18,18,105,147,44,37,34,17,49,21,11
4100,1,5,4,5,4,5,6,35,40,35,16,17,19,49,49,61,37,34,13,29,13,10
4101,1,4,5,4,5,5,7,32,30,37,13,14,15,91,29,39,34,40,19,20,10,9
4102,1,3,3,3,3,3,3,35,39,36,9,12,18,115,99,54,31,37,31,34,19,20
4103,1,4,4,4,4,4,4,43,37,40,20,17,15,53,49,49,34,37,20,17,17,14
4104,1,4,3,4,3,4,3,34,31,33,15,15,16,88,49,25,34,40,24,24,7,10
4105,1,5,4,5,4,5,6,43,37,35,14,15,12,82,36,42,40,40,19,28,9,15
4106,1,5,5,5,5,6,6,31,34,33,14,17,20,25,20,20,31,40,16,15,11,7
4107,1,4,4,4,4,5,5,34,32,32,12,13,12,83,49,33,37,40,21,19,10,7
4108,1,4,4,4,4,4,4,33,39,40,20,17,17,144,100,57,40,37,21,17,9,9
4109,1,3,3,3,3,4,4,33,32,38,10,14,16,119,146,94,13,37,14,50,19,12
4110,2,4,5,4,5,5,6,36,33,34,13,12,13,66,86,69,34,37,22,21,12,10
4111,2,5,5,5,5,5,6,29,34,33,12,11,13,100,81,30,34,37,14,19,10,9
4112,1,4,4,4,4,5,6,32,33,33,15,15,14,105,72,55,31,34,26,28,11,11
4113,1,4,4,4,4,5,4,28,29,30,13,12,10,28,29,39,40,31,22,30,15,19
4114,1,4,4,4,4,5,5,33,29,34,19,16,14,69,52,42,37,40,18,24,10,10
4115,1,4,4,4,4,5,5,32,40,40,16,15,13,63,57,63,37,25,27,16,12,12
4116,1,4,4,4,4,4,5,32,33,37,17,12,15,57,93,54,34,40,18,23,17,16
4117,2,4,3,4,3,4,3,33,27,35,15,15,15,93,20,20,40,40,16,19,13,15
4118,1,3,5,3,5,5,6,38,38,35,15,11,11,80,54,91,31,37,21,44,12,14
4119,1,4,4,4,4,4,4,36,32,31,7,17,18,70,91,55,19,37,18,30,14,11
4120,2,3,3,3,3,4,3,40,32,35,12,19,15,61,70,101,19,37,21,62,8,16
4121,1,4,4,4,4,5,4,27,29,31,11,14,16,163,169,146,37,40,15,22,8,9
4122,1,5,5,5,5,6,7,30,33,36,16,16,15,97,64,35,37,40,14,25,11,11
4123,1,4,4,4,4,5,6,35,32,34,17,12,9,64,54,32,28,25,26,23,8,9
4124,2,4,4,4,4,4,4,44,32,42,10,12,9,111,130,48,31,34,24,22,12,13
4125,1,5,4,5,4,5,6,36,31,38,12,15,19,64,36,83,34,40,15,36,13,10
4126,2,4,4,4,4,5,4,36,34,35,11,12,13,90,122,105,13,34,22,41,20,17
4127,1,5,5,5,5,5,5,30,32,33,10,14,16,78,59,40,40,40,22,20,13,8
4128,1,4,4,4,4,4,4,27,31,32,12,14,17,48,65,43,40,40,13,18,10,8
4130,1,4,4,4,4,4,3,34,31,38,14,13,8,67,77,54,25,25,29,38,12,22
4131,1,4,5,4,5,5,6,40,36,32,16,17,15,59,44,43,28,37,24,30,14,10
4132,2,4,3,4,3,4,4,34,41,37,4,13,13,89,106,49,34,37,23,34,21,19
4133,1,5,5,5,5,6,7,36,31,32,8,15,14,83,48,32,40,40,20,22,24,13
4134,1,3,3,3,3,4,3,31,36,33,16,13,16,62,37,46,22,22,33,16,7,11
4135,1,3,4,3,4,5,5,36,36,37,14,13,10,70,81,90,37,31,25,19,17,14
4136,1,3,3,3,3,4,4,35,35,43,17,15,12,87,45,48,31,37,19,28,10,12
4137,1,2,1,2,1,3,2,37,43,33,8,17,14,83,176,27,19,22,24,45,15,9
4138,1,5,5,5,5,5,7,30,32,33,16,15,16,54,69,32,34,40,18,22,12,10
4139,1,3,3,3,3,3,3,35,35,36,14,18,16,89,60,54,31,37,23,20,17,14
4140,2,5,4,5,4,5,5,35,36,34,16,13,9,54,106,70,40,22,36,26,18,7
4141,1,4,5,4,5,5,6,34,37,35,14,17,14,49,89,44,40,34,18,23,15,9
4142,1,3,2,3,2,4,4,40,43,39,10,20,15,130,80,70,31,31,22,26,12,7
4143,2,5,4,5,4,4,6,45,33,35,15,18,16,120,29,28,28,40,20,44,11,8
4144,1,4,4,4,4,5,6,32,33,32,17,15,14,65,92,41,37,31,19,21,11,12
4145,2,3,2,3,2,3,3,40,40,35,13,18,19,103,50,49,31,40,10,43,9,10
4146,1,4,5,4,5,5,7,29,32,32,12,14,13,40,29,24,40,22,16,28,15,8
4147,1,3,3,3,3,4,4,40,37,32,13,14,14,105,123,90,25,25,15,30,13,15
4148,1,5,4,5,4,6,6,33,32,32,15,17,18,81,35,31,28,40,18,24,8,14
4149,1,4,3,4,3,4,3,30,38,29,14,15,16,92,65,55,19,40,15,34,10,13
4150,1,3,4,3,4,5,5,34,33,32,16,15,14,67,50,41,37,34,20,18,13,11
4151,2,3,4,3,4,4,5,35,31,33,19,17,17,76,50,38,28,37,23,21,16,12
4152,1,4,5,4,5,5,6,34,33,31,11,18,13,59,64,42,37,40,24,17,7,10
4153,1,4,4,4,4,4,6,34,35,31,15,15,15,130,21,29,40,40,24,22,8,7
4154,1,4,4,4,4,4,5,33,34,33,19,16,17,85,43,23,37,40,21,21,7,7
4155,2,4,5,4,5,4,5,35,33,31,9,12,15,78,72,36,13,31,31,27,15,13
4156,2,4,3,4,3,4,4,46,36,36,10,8,8,139,84,100,13,31,33,50,23,23
4157,1,4,4,4,4,4,6,36,38,33,13,17,16,91,38,30,31,34,14,23,12,14
4158,2,4,4,4,4,4,4,43,39,36,12,16,17,43,52,95,16,40,22,23,7,9
4159,1,4,4,4,4,4,4,35,37,34,14,14,12,106,90,110,13,40,21,39,8,11
4160,1,4,4,4,4,5,4,34,27,31,14,15,12,61,46,32,37,40,13,25,8,13
4161,1,4,4,4,4,4,4,35,30,32,10,16,16,163,26,28,31,28,17,20,7,10
4162,2,3,2,3,2,4,4,43,42,41,17,10,14,154,134,84,13,10,26,41,31,26
4163,1,3,4,3,4,4,4,38,29,32,17,16,14,145,57,72,25,37,23,33,11,17
4164,1,3,4,3,4,4,4,36,36,34,12,15,16,50,33,23,34,37,18,17,7,7
4165,1,4,5,4,5,5,6,35,36,34,17,16,16,89,91,62,40,37,18,22,10,12
4166,2,2,2,2,2,4,3,41,44,45,14,16,17,116,132,76,31,37,16,36,28,21
4167,1,4,5,4,5,5,7,38,34,32,8,8,12,93,21,31,25,31,19,24,10,12
4168,1,4,4,4,4,5,5,39,32,41,10,9,10,78,56,28,37,37,22,32,8,11
4169,1,4,5,4,5,5,6,30,33,34,16,18,19,75,38,36,40,40,20,21,9,7
4170,1,3,3,3,3,3,4,34,30,28,14,12,11,57,74,67,37,37,16,23,10,7
4171,1,4,3,4,3,4,4,39,39,44,14,8,13,124,69,48,34,19,31,33,21,19
4172,1,4,4,4,4,5,5,36,32,30,15,14,14,92,70,74,34,40,20,17,11,8
4173,1,4,4,4,4,4,5,40,36,36,14,16,15,45,26,39,37,40,10,34,12,13
4174,1,4,3,4,3,3,3,32,33,35,17,20,14,47,28,33,28,37,13,30,10,11
4175,1,4,4,4,4,5,4,33,31,33,19,20,18,80,51,37,37,34,13,18,11,11
4176,1,4,4,4,4,5,5,33,31,32,15,16,18,69,80,32,40,40,19,31,12,8
4177,1,4,4,4,4,6,5,35,33,35,13,14,13,91,29,28,28,34,15,23,10,14
4178,1,5,6,5,6,5,7,34,39,38,19,20,16,70,83,37,22,40,13,43,11,13
4179,1,3,4,3,4,3,3,33,37,32,9,17,11,78,67,43,37,34,24,27,17,17
4180,1,4,4,4,4,5,6,34,36,30,13,16,17,87,82,58,40,31,13,18,13,8
4181,1,4,4,4,4,4,4,41,34,33,12,12,13,76,31,26,40,25,18,31,16,8
4182,1,3,4,3,4,5,4,30,31,29,16,20,11,47,29,47,40,37,22,17,7,11
4183,2,4,3,4,3,4,2,31,36,35,18,16,20,49,43,25,10,40,27,20,10,10
4184,2,4,5,4,5,5,5,41,40,36,15,12,12,118,136,75,37,40,25,44,17,17
4185,1,4,4,4,4,5,5,34,34,34,14,14,16,102,109,44,31,40,11,40,17,12
4186,1,3,1,3,1,3,3,41,41,41,14,13,14,80,106,56,31,40,16,48,7,8
4187,1,4,4,4,4,4,6,38,35,32,14,11,5,112,44,27,37,40,28,24,8,10
4188,1,4,4,4,4,5,5,39,33,32,14,12,15,65,31,22,37,40,21,24,11,9
4189,1,4,4,4,4,4,3,31,31,33,10,12,19,57,37,35,37,37,12,24,22,8
4190,2,4,5,4,5,5,6,35,33,31,14,12,15,58,36,23,37,40,17,17,7,8
4191,1,4,5,4,5,5,6,33,40,31,16,16,13,54,69,37,34,31,21,19,14,7
4192,2,4,4,4,4,4,5,34,35,35,20,16,14,93,75,96,37,40,25,42,14,24
4193,1,4,5,4,5,5,6,46,36,36,13,13,12,78,50,21,28,37,15,28,11,13
4194,2,4,4,4,4,4,6,33,32,29,12,14,16,39,55,34,40,40,21,29,14,10
4195,1,4,3,4,3,4,4,38,36,41,17,15,15,76,34,26,34,40,13,34,13,12
4196,2,3,4,3,4,3,4,38,38,40,12,7,6,65,75,34,34,37,20,19,11,7
4197,1,5,5,5,5,5,6,39,37,33,16,15,12,58,71,59,34,37,21,39,14,14
